# # Time 	 Separation 	 Orbital Phase 
# 
3.174719999999999800e+02	8.784302747238497133e+00	9.861663043430498377e+00
3.175679999999999836e+02	8.784104582212600931e+00	9.864941695248592879e+00
3.176639999999999873e+02	8.783904432331521406e+00	9.868219962246733701e+00
3.177599999999999909e+02	8.783703891858596791e+00	9.871497700582617441e+00
3.178559999999999945e+02	8.783503822479328704e+00	9.874775655291140097e+00
3.179519999999999982e+02	8.783302956088421709e+00	9.878052392216979172e+00
3.180480000000000018e+02	8.783102355236595216e+00	9.881329298034929209e+00
3.181440000000000055e+02	8.782899915174727568e+00	9.884606150561033644e+00
3.182400000000000091e+02	8.782695673993268670e+00	9.887882424571236228e+00
3.183360000000000127e+02	8.782492375264753903e+00	9.891159259465084119e+00
3.184320000000000164e+02	8.782288330328105630e+00	9.894434928881302937e+00
3.185280000000000200e+02	8.782084309024812185e+00	9.897710314750918670e+00
3.186240000000000236e+02	8.781880237126328481e+00	9.900985634869233110e+00
3.187200000000000273e+02	8.781673150057752508e+00	9.904260551970480719e+00
3.188159999999999741e+02	8.781466787792647111e+00	9.907535942991209765e+00
3.189119999999999777e+02	8.781259820702652874e+00	9.910810523088921187e+00
3.190079999999999814e+02	8.781052863276144649e+00	9.914084317466638652e+00
3.191039999999999850e+02	8.780846147965986503e+00	9.917358397304035122e+00
3.191999999999999886e+02	8.780637506145168913e+00	9.920631822231902319e+00
3.192959999999999923e+02	8.780427964930487050e+00	9.923905536422658713e+00
3.193919999999999959e+02	8.780218710900435042e+00	9.927178963025150793e+00
3.194879999999999995e+02	8.780008703046151552e+00	9.930451227583859009e+00
3.195840000000000032e+02	8.779799737704376383e+00	9.933723833057662489e+00
3.196800000000000068e+02	8.779588928208855947e+00	9.936995901144760168e+00
3.197760000000000105e+02	8.779376743854463427e+00	9.940267822270968168e+00
3.198720000000000141e+02	8.779165224364483322e+00	9.943539977981391331e+00
3.199680000000000177e+02	8.778952830540902141e+00	9.946810934205425170e+00
3.200640000000000214e+02	8.778740863638654801e+00	9.950081701470601558e+00
3.201600000000000250e+02	8.778528041553748551e+00	9.953352482383650113e+00
3.202559999999999718e+02	8.778313203872516013e+00	9.956622745700286714e+00
3.203519999999999754e+02	8.778098817771683215e+00	9.959893289838396058e+00
3.204479999999999791e+02	8.777884643785537122e+00	9.963162956637123813e+00
3.205439999999999827e+02	8.777669577478278029e+00	9.966431785786452835e+00
3.206399999999999864e+02	8.777454372001972871e+00	9.969701288743177514e+00
3.207359999999999900e+02	8.777237208483400721e+00	9.972970197100565315e+00
3.208319999999999936e+02	8.777020877319644754e+00	9.976238707785883619e+00
3.209279999999999973e+02	8.776805327229785902e+00	9.979506965731122392e+00
3.210240000000000009e+02	8.776588495605309959e+00	9.982774086309914807e+00
3.211200000000000045e+02	8.776370760950019445e+00	9.986041813320090554e+00
3.212160000000000082e+02	8.776152144583347692e+00	9.989309300171392181e+00
3.213120000000000118e+02	8.775932619439661408e+00	9.992575707131067020e+00
3.214080000000000155e+02	8.775714143046531746e+00	9.995842332144169617e+00
3.215040000000000191e+02	8.775494697957354262e+00	9.999108096941332846e+00
3.216000000000000227e+02	8.775272742501361023e+00	1.000237389959467116e+01
3.216960000000000264e+02	8.775051328683121099e+00	1.000564000603034742e+01
