# #Time 	 Real 	 Imaginary 	 Amplitude 	 Phase 
# 
6.069599999999999227e+02	8.646383058400115579e-06	2.363138352470634879e-05	2.516350983635532633e-05	3.647907163949687259e+01
6.071999999999999318e+02	9.223961606708637895e-06	2.343598073930189892e-05	2.518584247022450653e-05	3.650327623398628418e+01
6.074399999999999409e+02	9.797496718850527762e-06	2.322791687560366546e-05	2.520966212260371240e-05	3.652747120425647864e+01
6.076799999999999500e+02	1.036649675841386376e-05	2.300742798012270416e-05	2.523501530220931331e-05	3.655164479653780774e+01
6.079199999999999591e+02	1.093049055281011780e-05	2.277472075577275900e-05	2.526189876530459218e-05	3.657578640709323281e+01
6.081599999999999682e+02	1.148902994756603139e-05	2.252996830540724156e-05	2.529026059531067752e-05	3.659988691662616134e+01
6.083999999999999773e+02	1.204169152940041399e-05	2.227330778345550617e-05	2.532000344600634665e-05	3.662393895951347389e+01
6.086399999999999864e+02	1.258807776216048419e-05	2.200484001244596251e-05	2.535098983707622907e-05	3.664793712389528224e+01
6.088799999999999955e+02	1.312781774265583823e-05	2.172463102856564079e-05	2.538304930483542947e-05	3.667187807956124601e+01
6.091200000000000045e+02	1.366056767913344018e-05	2.143271543051183074e-05	2.541598709555631402e-05	3.669576062995199095e+01
6.093600000000000136e+02	1.418601105801730603e-05	2.112910130856365717e-05	2.544959394264937577e-05	3.671958568404151180e+01
6.096000000000000227e+02	1.470385833826334107e-05	2.081377642117911486e-05	2.548365631032070252e-05	3.674335614508918724e+01
6.098400000000000318e+02	1.521384593577623985e-05	2.048671517544675691e-05	2.551796635387341687e-05	3.676707671720583903e+01
6.100799999999999272e+02	1.571573426035653429e-05	2.014788588168553232e-05	2.555233079082155527e-05	3.679075363727018555e+01
6.103199999999999363e+02	1.620930464963432963e-05	1.979725772611999696e-05	2.558657794037872280e-05	3.681439434756913442e+01
6.105599999999999454e+02	1.669435518806668210e-05	1.943480696557459031e-05	2.562056238521074285e-05	3.683800713137762273e+01
6.107999999999999545e+02	1.717069556841824857e-05	1.906052199842366327e-05	2.565416701348321836e-05	3.686160073741371690e+01
6.110399999999999636e+02	1.763814130670814524e-05	1.867440717991243170e-05	2.568730254963664302e-05	3.688518401850689798e+01
6.112799999999999727e+02	1.809650772974633583e-05	1.827648547936494309e-05	2.571990500546622330e-05	3.690876560516344540e+01
6.115199999999999818e+02	1.854560420648202967e-05	1.786680026581995858e-05	2.575193171632349644e-05	3.693235362758786522e+01
6.117599999999999909e+02	1.898522909444027567e-05	1.744541661441958137e-05	2.578335673683797657e-05	3.695595549218908360e+01
6.120000000000000000e+02	1.941516583152754597e-05	1.701242252733900634e-05	2.581416635327250694e-05	3.697957771250536751e+01
6.122400000000000091e+02	1.983518052824410636e-05	1.656793036452330187e-05	2.584435534409259262e-05	3.700322579080662422e+01
6.124800000000000182e+02	2.024502130729541251e-05	1.611207860656221555e-05	2.587392441739144155e-05	3.702690414545146069e+01
6.127200000000000273e+02	2.064441056248752173e-05	1.564503465126824066e-05	2.590287236412074700e-05	3.705061584724267476e+01
6.129599999999999227e+02	2.103308379271175916e-05	1.516699362342700631e-05	2.593122267468908829e-05	3.707436356689419199e+01
6.131999999999999318e+02	2.141074066644081434e-05	1.467818477330934327e-05	2.595898542171848250e-05	3.709814820401445701e+01
6.134399999999999409e+02	2.177708580044756924e-05	1.417886870337299474e-05	2.598618447690128575e-05	3.712196991194762319e+01
6.136799999999999500e+02	2.213182639361602582e-05	1.366933766093497314e-05	2.601285320002045168e-05	3.714582797797137914e+01
6.139199999999999591e+02	2.247467840507628851e-05	1.314991349724694592e-05	2.603903597287503130e-05	3.716972096415011606e+01
6.141599999999999682e+02	2.280537210048168585e-05	1.262094420567533926e-05	2.606478907039530037e-05	3.719364686671423925e+01
6.143999999999999773e+02	2.312365647018567815e-05	1.208279925259103333e-05	2.609018064961556266e-05	3.721760328377853000e+01
6.146399999999999864e+02	2.342930384115283200e-05	1.153586609122753325e-05	2.611529216677064183e-05	3.724158753935795119e+01
6.148799999999999955e+02	2.372210592340333321e-05	1.098053599988133691e-05	2.614020811481533574e-05	3.726559702811750441e+01
6.151200000000000045e+02	2.400187872383196223e-05	1.041721120650232036e-05	2.616502382178191317e-05	3.728962900048596651e+01
6.153600000000000136e+02	2.426845883052328401e-05	9.846291254819751606e-06	2.618983668302541325e-05	3.731368091811555843e+01
6.156000000000000227e+02	2.452170037492048857e-05	9.268170911467768530e-06	2.621474358679773336e-05	3.733775045153552696e+01
6.158400000000000318e+02	2.476147117506606450e-05	8.683237090182579444e-06	2.623983729213941069e-05	3.736183551960841243e+01
6.160799999999999272e+02	2.498764847928876078e-05	8.091866969435777606e-06	2.626520297990380323e-05	3.738593430336725021e+01
6.163199999999999363e+02	2.520011467783913703e-05	7.494427266925055055e-06	2.629091515781588920e-05	3.741004523925010261e+01
6.165599999999999454e+02	2.539875330031787223e-05	6.891274545783477394e-06	2.631703505480378522e-05	3.743416699758653721e+01
6.167999999999999545e+02	2.558344555689485495e-05	6.282756367695924832e-06	2.634360860129885169e-05	3.745829845234415245e+01
6.170399999999999636e+02	2.575406762478902974e-05	5.669213072804547317e-06	2.637066506721179234e-05	3.748243864786984147e+01
6.172799999999999727e+02	2.591048883905027755e-05	5.050979950090330889e-06	2.639821642336397504e-05	3.750658676782990142e+01
6.175199999999999818e+02	2.605257091534087896e-05	4.428389562038485647e-06	2.642625749916239806e-05	3.753074211068125976e+01
6.177599999999999909e+02	2.618016830002099061e-05	3.801774005097595353e-06	2.645476701472269227e-05	3.755490407455870638e+01
6.180000000000000000e+02	2.629312969093068741e-05	3.171466924778479098e-06	2.648370954755139073e-05	3.757907215228539854e+01
6.182400000000000091e+02	2.639130068830758817e-05	2.537805158265407130e-06	2.651303843473967276e-05	3.760324593456650888e+01
6.184800000000000182e+02	2.647452742077177439e-05	1.901129938725235186e-06	2.654269950847340027e-05	3.762742511699763526e+01
6.187200000000000273e+02	2.654266086202621960e-05	1.261787651829635023e-06	2.657263543036046197e-05	3.765160950513549665e+01
6.189599999999999227e+02	2.659556143674006055e-05	6.201301736810371217e-07	2.660279025906351391e-05	3.767579901222669747e+01
6.191999999999999318e+02	2.663310343794398147e-05	-2.348516520188594656e-08	2.663311379259301122e-05	3.769999364640056427e+01
6.194399999999999409e+02	2.665517876779090593e-05	-6.686959535338968139e-07	2.666356520462265261e-05	3.772419348782688786e+01
6.196799999999999500e+02	2.666169958141778048e-05	-1.315135397648446802e-06	2.669411556287117451e-05	3.774839866053596893e+01
6.199199999999999591e+02	2.665259955564442158e-05	-1.962433358269053381e-06	2.672474897467110516e-05	3.777260930710410491e+01
6.201599999999999682e+02	2.662783369487490613e-05	-2.610217751364999762e-06	2.675546232064503804e-05	3.779682557594714609e+01
6.203999999999999773e+02	2.658737678619417218e-05	-3.258116320916125530e-06	2.678626376207918840e-05	3.782104762970939760e+01
6.206399999999999864e+02	2.653122077947075918e-05	-3.905758733384590292e-06	2.681717038265653863e-05	3.784527567902982526e+01
6.208799999999999955e+02	2.645937146493385395e-05	-4.552778849196973795e-06	2.684820540686194771e-05	3.786951003959468665e+01
6.211200000000000045e+02	2.637184562285358917e-05	-5.198817490030025428e-06	2.687939628879830375e-05	3.789375121875386299e+01
6.213600000000000136e+02	2.626866361957325073e-05	-5.843522790878235861e-06	2.691076823440394968e-05	3.791799996177710597e+01
6.216000000000000227e+02	2.614985282520268609e-05	-6.486551788063781468e-06	2.694234876322022551e-05	3.794225728228343542e+01
6.218400000000000318e+02	2.601544044621893298e-05	-7.127566282672209195e-06	2.697416064912214458e-05	3.796652436908927797e+01
6.220799999999999272e+02	2.586545010491243172e-05	-7.766247380462333236e-06	2.700622349578431024e-05	3.799080315689598564e+01
6.223199999999999363e+02	2.569990497664348123e-05	-8.402269301872656887e-06	2.703855109338693918e-05	3.801509537804314931e+01
6.225599999999999454e+02	2.551882418041209126e-05	-9.035308598720212398e-06	2.707115049318909670e-05	3.803940295982435771e+01
6.227999999999999545e+02	2.532222414109559593e-05	-9.665035460875006306e-06	2.710402084399759256e-05	3.806372773897858508e+01
6.230399999999999636e+02	2.511011997590720498e-05	-1.029110770558170742e-05	2.713715207998690043e-05	3.808807127812267623e+01
6.232799999999999727e+02	2.488252765457712245e-05	-1.091316501526377263e-05	2.717052360796847876e-05	3.811243468730499018e+01
6.235199999999999818e+02	2.463946673388235642e-05	-1.153082414289252572e-05	2.720410311597146601e-05	3.813681847530920521e+01
6.237599999999999909e+02	2.438096340917254458e-05	-1.214367577388072239e-05	2.723784569419079700e-05	3.816122245410586089e+01
6.240000000000000000e+02	2.410705361230519258e-05	-1.275128361057866479e-05	2.727169352247800539e-05	3.818564571481496017e+01
6.242400000000000091e+02	2.381778591896080980e-05	-1.335318602996531299e-05	2.730557641274596108e-05	3.821008668478285841e+01
