# #Time 	 Real 	 Imaginary 	 Amplitude 	 Phase 
# 
4.630857142857140047e+02	2.045452786033524065e-06	-8.961964564020447706e-07	2.233169314754232366e-06	1.926250414428677971e+01
4.633142857142854041e+02	2.047471109071497207e-06	-9.141081175853412409e-07	2.242260375852430717e-06	1.926945970851766887e+01
4.635428571428568603e+02	2.048075207956259418e-06	-9.304566611565776860e-07	2.249524762196611652e-06	1.927598648500114109e+01
4.637714285714282596e+02	2.047207444520093865e-06	-9.454976617413316809e-07	2.254999811365140510e-06	1.928221844410212782e+01
4.639999999999997158e+02	2.044867109538323440e-06	-9.595712068861665474e-07	2.258817920230976222e-06	1.928830927033073550e+01
4.642285714285711151e+02	2.042412146921482841e-06	-9.735474364976415932e-07	2.262574195248312619e-06	1.929436229075464126e+01
4.644571428571425713e+02	2.037126473002447656e-06	-9.868170723166627491e-07	2.263557421675673354e-06	1.930065895052332792e+01
4.646857142857139706e+02	2.030649390284712655e-06	-1.000386153531249159e-06	2.263693751910960976e-06	1.930730100269764904e+01
4.649142857142854268e+02	2.023133884032572909e-06	-1.014649163850861249e-06	2.263312536620600444e-06	1.931442157871215315e+01
4.651428571428568262e+02	2.014730421451591891e-06	-1.029944927274006161e-06	2.262725176494036000e-06	1.932212913087929351e+01
4.653714285714282823e+02	2.005569563934785701e-06	-1.046534101584370772e-06	2.262198687463276752e-06	1.933050198132870179e+01
4.655999999999996817e+02	1.995746022737106371e-06	-1.064582416471812489e-06	2.261932339556588731e-06	1.933958523374928973e+01
4.658285714285711379e+02	1.985305532898258985e-06	-1.084150665369575093e-06	2.262039063362463650e-06	1.934939038239257769e+01
4.660571428571425372e+02	1.974235702525209345e-06	-1.105191975395736152e-06	2.262533074145952940e-06	1.935989769620184831e+01
4.662857142857139934e+02	1.962461678443246793e-06	-1.127556375539874712e-06	2.263324815261588672e-06	1.937106114996505113e+01
4.665142857142853927e+02	1.949847081838121690e-06	-1.151002191751164994e-06	2.264223859950385900e-06	1.938281537494311380e+01
4.667428571428568489e+02	1.936200243041344864e-06	-1.175213348966398651e-06	2.264949844200127289e-06	1.939508386895334979e+01
4.669714285714282482e+02	1.921285338753708654e-06	-1.199821281863211853e-06	2.265150869439347844e-06	1.940778758769661039e+01
4.671999999999997044e+02	1.904837643460907289e-06	-1.224429871748912354e-06	2.264428174788673014e-06	1.942085305423354313e+01
4.674285714285711038e+02	1.887130604980233489e-06	-1.248468606378885283e-06	2.262727509305240713e-06	1.943402161570189435e+01
4.676571428571425599e+02	1.867012343864255737e-06	-1.272091738822825549e-06	2.259192883337494373e-06	1.944765619317607630e+01
4.678857142857139593e+02	1.844574675978652362e-06	-1.294596336696045839e-06	2.253538419962831063e-06	1.946151573481616381e+01
4.681142857142854155e+02	1.819613061345798831e-06	-1.315717208284744222e-06	2.245462862128169740e-06	1.947560135946793736e+01
4.683428571428568716e+02	1.791989543854625358e-06	-1.335273792217447078e-06	2.234766794425555080e-06	1.948993603181031276e+01
4.685714285714282710e+02	1.761645948277661656e-06	-1.353178865980760084e-06	2.221371083457259146e-06	1.950456167616028225e+01
4.687999999999997272e+02	1.728611505649534270e-06	-1.369440781734141442e-06	2.205326686035555807e-06	1.951953498714622626e+01
4.690285714285711265e+02	1.693004550474422009e-06	-1.384159171277265685e-06	2.186815268685964422e-06	1.953492217972886991e+01
4.692571428571425827e+02	1.655028408363408646e-06	-1.397514537235216462e-06	2.166140788193066383e-06	1.955079291526061169e+01
4.694857142857139820e+02	1.614961993083307047e-06	-1.409752599652393814e-06	2.143712814565022235e-06	1.956721367330352379e+01
4.697142857142854382e+02	1.573145947716918671e-06	-1.421164648263491755e-06	2.120022907963981315e-06	1.958424091326160266e+01
4.699428571428568375e+02	1.529965399913245004e-06	-1.432065420675838212e-06	2.095615779198840199e-06	1.960191447140445220e+01
4.701714285714282937e+02	1.485830563833888520e-06	-1.442770160172569139e-06	2.071057266110068702e-06	1.962025173898896568e+01
4.703999999999996930e+02	1.441156516552183832e-06	-1.453572496638470685e-06	2.046901343051155013e-06	1.963924322699121916e+01
4.706285714285711492e+02	1.396343504071147089e-06	-1.464724650781199200e-06	2.023658440539755449e-06	1.965885010098903152e+01
4.708571428571425486e+02	1.351759085033463564e-06	-1.476421209829142050e-06	2.001767272388040101e-06	1.967900413465943643e+01
4.710857142857140047e+02	1.307723292139250089e-06	-1.488787396099865247e-06	1.981572133329830643e-06	1.969961027459528680e+01
4.713142857142854041e+02	1.264497778102538963e-06	-1.501872383387269025e-06	1.963307231894084764e-06	1.972055166028906470e+01
4.715428571428568603e+02	1.222279621184839118e-06	-1.515647844209556438e-06	1.947089073468604910e-06	1.974169656483827850e+01
4.717714285714282596e+02	1.181200111169571438e-06	-1.530011560333144591e-06	1.932917245352234772e-06	1.976290640064740600e+01
4.719999999999997158e+02	1.141328448610765652e-06	-1.544795620363101434e-06	1.920683247258973961e-06	1.978404375313929364e+01
4.722285714285711151e+02	1.102679903592345483e-06	-1.559778474325346127e-06	1.910186341369639509e-06	1.980497941451784527e+01
4.724571428571425713e+02	1.065227632863798538e-06	-1.574699923903660671e-06	1.901154849074321544e-06	1.982559758762456426e+01
4.726857142857139706e+02	1.028917080251641975e-06	-1.589278002005616470e-06	1.893270959396073397e-06	1.984579876445773294e+01
4.729142857142854268e+02	9.936817099184489886e-07	-1.603226637291162408e-06	1.886196965098391073e-06	1.986550017163459358e+01
4.731428571428568262e+02	9.594587586532235350e-07	-1.616273007615734410e-06	1.879600900378481060e-06	1.988463403146926467e+01
4.733714285714282823e+02	9.262037420498948368e-07	-1.628173557462866911e-06	1.873179784486399835e-06	1.990314415163249251e+01
4.735999999999996817e+02	8.939025988670204151e-07	-1.638727783172743650e-06	1.866679030686172297e-06	1.992098150346390995e+01
4.738285714285711379e+02	8.625805876401649465e-07	-1.647789067088231575e-06	1.859907008371428588e-06	1.993809948602693538e+01
4.740571428571425372e+02	8.323073347110954719e-07	-1.655272056270151542e-06	1.852744202442070415e-06	1.995444952653587833e+01
4.742857142857139934e+02	8.031977460216553190e-07	-1.661156318302052178e-06	1.845146859480051439e-06	1.996997756932015022e+01
4.745142857142853927e+02	7.754088112597436140e-07	-1.665486249837194202e-06	1.837145414216308018e-06	1.998462188014353558e+01
